businessID,creditScore,defaultProbability
SME_00470,539,0.5648
SME_00471,706,0.26239999999999997
SME_00472,428,0.7681
SME_00473,718,0.24019999999999997
SME_00474,723,0.23060000000000003
SME_00475,565,0.5173
SME_00476,631,0.398
SME_00477,622,0.41500000000000004
SME_00478,641,0.37970000000000004
SME_00479,695,0.2814
SME_00480,564,0.5199
SME_00481,536,0.5716
SME_00482,639,0.38449999999999995
SME_00483,676,0.31599999999999995
SME_00484,721,0.23399999999999999
SME_00485,673,0.32199999999999995
SME_00486,588,0.4768
SME_00487,651,0.36140000000000005
SME_00488,644,0.3739
SME_00489,503,0.6317999999999999
SME_00490,554,0.5386
SME_00491,719,0.23760000000000003
SME_00492,726,0.2259
SME_00493,646,0.37029999999999996
SME_00494,531,0.5797
SME_00495,665,0.3355
SME_00496,719,0.23870000000000002
SME_00497,624,0.41159999999999997
SME_00498,650,0.3638
SME_00499,599,0.45609999999999995
SME_00500,674,0.31930000000000003
SME_00501,717,0.24119999999999997
SME_00502,563,0.521
SME_00503,500,0.6361
SME_00504,572,0.5054000000000001
SME_00505,609,0.4377
SME_00506,671,0.3258
SME_00507,698,0.2763
SME_00508,721,0.2339
SME_00509,517,0.6063000000000001
SME_00510,794,0.10109999999999997
SME_00511,612,0.4324
SME_00512,691,0.28990000000000005
SME_00513,622,0.4142
SME_00514,662,0.34099999999999997
SME_00515,569,0.511
SME_00516,663,0.3406
SME_00517,620,0.4184
SME_00518,780,0.12660000000000005
SME_00519,619,0.42010000000000003
SME_00520,776,0.1341
SME_00521,513,0.6124
SME_00522,679,0.3115
SME_00523,575,0.5008
SME_00524,639,0.383
SME_00525,556,0.5353
SME_00526,667,0.33209999999999995
SME_00527,546,0.5528
SME_00528,594,0.4657
SME_00529,768,0.14880000000000004
SME_00530,586,0.4809
SME_00531,686,0.29810000000000003
SME_00532,749,0.18320000000000003
SME_00533,511,0.616
SME_00534,504,0.6296999999999999
SME_00535,575,0.5005999999999999
SME_00536,582,0.4867
SME_00537,592,0.4689
SME_00538,472,0.6880999999999999
SME_00539,555,0.5363
SME_00540,619,0.41990000000000005
SME_00541,486,0.6623
SME_00542,801,0.08850000000000002
SME_00543,813,0.06669999999999998
SME_00544,535,0.5731999999999999
SME_00545,479,0.6748000000000001
SME_00546,656,0.35229999999999995
SME_00547,626,0.40680000000000005
SME_00548,738,0.20389999999999997
SME_00549,739,0.2015
SME_00550,622,0.41400000000000003
SME_00551,760,0.16349999999999998
SME_00552,569,0.5105999999999999
SME_00553,679,0.31089999999999995
SME_00554,544,0.5564
SME_00555,675,0.31789999999999996
SME_00556,742,0.1965
SME_00557,591,0.47030000000000005
SME_00558,515,0.6082000000000001
SME_00559,724,0.22840000000000005
SME_00560,529,0.5843
SME_00561,551,0.5442
SME_00562,639,0.38439999999999996
SME_00563,724,0.22840000000000005
SME_00564,625,0.4082
SME_00565,662,0.34119999999999995
SME_00566,738,0.2036
SME_00567,804,0.08289999999999997
SME_00568,621,0.41590000000000005
SME_00569,598,0.4586
SME_00570,586,0.48050000000000004
SME_00571,646,0.3718
SME_00572,802,0.08640000000000003
SME_00573,649,0.36560000000000004
SME_00574,704,0.2661
SME_00575,681,0.3073
SME_00576,475,0.6819
SME_00577,528,0.5855
SME_00578,616,0.4256
SME_00579,620,0.41859999999999997
SME_00580,755,0.17300000000000004
SME_00581,587,0.47750000000000004
SME_00582,612,0.43210000000000004
SME_00583,510,0.6174999999999999
SME_00584,521,0.599
SME_00585,643,0.37649999999999995
SME_00586,543,0.5576
SME_00587,697,0.27759999999999996
SME_00588,629,0.4023
SME_00589,653,0.3588
SME_00590,637,0.3872
SME_00591,667,0.33299999999999996
SME_00592,506,0.6249
SME_00593,762,0.16059999999999997
SME_00594,720,0.236
SME_00595,508,0.6212
SME_00596,584,0.4831
SME_00597,670,0.32709999999999995
SME_00598,563,0.5216000000000001
SME_00599,646,0.37070000000000003
SME_00600,672,0.32410000000000005
SME_00601,656,0.3519
SME_00602,730,0.2187
SME_00603,534,0.5749
SME_00604,574,0.5014000000000001
SME_00605,581,0.4898
SME_00606,757,0.16979999999999995
SME_00607,608,0.4403
SME_00608,772,0.1411
SME_00609,762,0.1594
SME_00610,612,0.43189999999999995
SME_00611,506,0.626
SME_00612,545,0.5553
SME_00613,561,0.5246
SME_00614,508,0.6227
SME_00615,586,0.47919999999999996
SME_00616,725,0.2278
SME_00617,675,0.31889999999999996
SME_00618,726,0.22550000000000003
SME_00619,670,0.32720000000000005
SME_00620,599,0.4556
SME_00621,639,0.3833
SME_00622,702,0.26849999999999996
SME_00623,684,0.30179999999999996
SME_00624,740,0.20079999999999998
SME_00625,588,0.4756
SME_00626,573,0.5045
SME_00627,732,0.21389999999999998
SME_00628,589,0.4747
SME_00629,673,0.3225
SME_00630,757,0.16949999999999998
SME_00631,619,0.42069999999999996
SME_00632,812,0.06830000000000003
SME_00633,693,0.2855
SME_00634,576,0.49850000000000005
SME_00635,577,0.4968
SME_00636,735,0.20850000000000002
SME_00637,661,0.34419999999999995
SME_00638,709,0.25549999999999995
SME_00639,694,0.2834
SME_00640,630,0.40049999999999997
SME_00641,682,0.30610000000000004
SME_00642,794,0.10260000000000002
SME_00643,586,0.47950000000000004
SME_00644,783,0.12129999999999996
SME_00645,651,0.3619
SME_00646,655,0.35509999999999997
SME_00647,709,0.2559
SME_00648,650,0.3638
SME_00649,742,0.19579999999999997
SME_00650,680,0.3086
SME_00651,658,0.3497
SME_00652,595,0.46430000000000005
SME_00653,618,0.4212
SME_00654,785,0.1189
SME_00655,477,0.6775
SME_00656,669,0.3284
SME_00657,425,0.7726999999999999
SME_00658,650,0.36350000000000005
SME_00659,729,0.22060000000000002
SME_00660,692,0.28680000000000005
SME_00661,661,0.34309999999999996
SME_00662,605,0.44520000000000004
SME_00663,578,0.4937
SME_00664,743,0.19530000000000003
SME_00665,624,0.41000000000000003
SME_00666,642,0.37739999999999996
SME_00667,793,0.10409999999999997
SME_00668,544,0.556
SME_00669,575,0.5
SME_00670,585,0.48150000000000004
SME_00671,655,0.35519999999999996
SME_00672,648,0.3667
SME_00673,650,0.36329999999999996
SME_00674,718,0.23960000000000004
SME_00675,567,0.5152
SME_00676,641,0.38070000000000004
SME_00677,431,0.7626
SME_00678,603,0.44930000000000003
SME_00679,581,0.48929999999999996
SME_00680,658,0.34950000000000003
SME_00681,722,0.2319
SME_00682,674,0.31989999999999996
SME_00683,583,0.48460000000000003
SME_00684,604,0.4477
SME_00685,678,0.31320000000000003
SME_00686,525,0.5913999999999999
SME_00687,649,0.36519999999999997
SME_00688,464,0.702
SME_00689,739,0.20199999999999996
SME_00690,663,0.3409
SME_00691,691,0.28869999999999996
SME_00692,659,0.34719999999999995
SME_00693,688,0.29510000000000003
SME_00694,485,0.6634
SME_00695,590,0.47319999999999995
SME_00696,600,0.4545
SME_00697,715,0.245
SME_00698,589,0.47519999999999996
SME_00699,773,0.1402
SME_00700,716,0.24360000000000004
SME_00701,683,0.30289999999999995
SME_00702,541,0.5617
SME_00703,653,0.35840000000000005
SME_00704,595,0.4629
SME_00705,642,0.37870000000000004
SME_00706,570,0.5084
SME_00707,748,0.18469999999999998
SME_00708,703,0.268
SME_00709,544,0.5556
SME_00710,644,0.3748
SME_00711,589,0.4747
SME_00712,552,0.5422
SME_00713,794,0.10109999999999997
SME_00714,766,0.15339999999999998
SME_00715,641,0.38
SME_00716,621,0.4172
SME_00717,731,0.21609999999999996
SME_00718,560,0.5268999999999999
SME_00719,591,0.47030000000000005
SME_00720,575,0.4998
SME_00721,649,0.36619999999999997
SME_00722,518,0.6036
SME_00723,684,0.3025
SME_00724,592,0.46840000000000004
SME_00725,716,0.24329999999999996
SME_00726,571,0.5077
SME_00727,708,0.25849999999999995
SME_00728,592,0.4685
SME_00729,568,0.512
SME_00730,643,0.376
SME_00731,599,0.45630000000000004
SME_00732,626,0.40690000000000004
SME_00733,472,0.6879
SME_00734,584,0.48350000000000004
SME_00735,589,0.4747
SME_00736,830,0.03710000000000002
SME_00737,640,0.38239999999999996
SME_00738,749,0.18379999999999996
SME_00739,539,0.5657
SME_00740,658,0.3496
SME_00741,605,0.44610000000000005
SME_00742,519,0.6026
SME_00743,454,0.7206
SME_00744,562,0.5245
SME_00745,586,0.47909999999999997
SME_00746,717,0.242
SME_00747,503,0.6302
SME_00748,440,0.7455
SME_00749,802,0.08720000000000006
SME_00750,760,0.1644
SME_00751,512,0.6142000000000001
SME_00752,563,0.5212
SME_00753,730,0.21889999999999998
SME_00754,699,0.27370000000000005
SME_00755,789,0.11170000000000002
SME_00756,667,0.3335
SME_00757,584,0.484
SME_00758,624,0.4105
SME_00759,544,0.5563
SME_00760,499,0.6386000000000001
SME_00761,755,0.17320000000000002
SME_00762,624,0.41169999999999995
SME_00763,571,0.5071
SME_00764,598,0.45799999999999996
SME_00765,617,0.4235
SME_00766,504,0.6298
SME_00767,598,0.45840000000000003
SME_00768,661,0.3439
SME_00769,688,0.29469999999999996
SME_00770,527,0.5866
SME_00771,697,0.27869999999999995
SME_00772,631,0.3983
SME_00773,742,0.19579999999999997
SME_00774,695,0.28190000000000004
SME_00775,710,0.25460000000000005
SME_00776,740,0.19920000000000004
SME_00777,730,0.2177
SME_00778,607,0.4417
SME_00779,703,0.26749999999999996
SME_00780,575,0.4999
SME_00781,609,0.43799999999999994
SME_00782,598,0.45899999999999996
SME_00783,537,0.5692999999999999
SME_00784,609,0.4386
SME_00785,550,0.5457000000000001
SME_00786,624,0.4111
SME_00787,726,0.22519999999999996
SME_00788,587,0.4788
SME_00789,761,0.16110000000000002
SME_00790,507,0.6233
SME_00791,643,0.3769
SME_00792,455,0.7176
SME_00793,750,0.1825
SME_00794,678,0.31320000000000003
SME_00795,764,0.15580000000000005
SME_00796,639,0.3843
SME_00797,600,0.45430000000000004
SME_00798,683,0.3045
SME_00799,595,0.46430000000000005
SME_00800,743,0.19510000000000005
