businessID,month,monthIndex,monthlyRevenue,monthlyCashFlow,debtToIncomeRatio,workingCapRatio,paymentHistScore
SME_00015,2023-07-30,8,146565.81,24718.68,3.243,1.92,0.47
SME_00015,2023-08-29,9,208357.24,14892.2,3.56,1.06,0.46
SME_00015,2023-09-28,10,176144.9,19948.87,3.649,0.99,0.95
SME_00015,2023-10-28,11,159016.98,10873.24,3.123,0.95,0.88
SME_00015,2023-11-27,12,149681.32,16371.44,3.351,2.42,0.62
SME_00015,2023-12-27,13,129974.79,9547.34,3.466,1.3,0.71
SME_00015,2024-01-26,14,95615.44,12783.89,3.755,2.01,0.52
SME_00015,2024-02-25,15,103953.12,7052.97,3.035,1.7,0.6
SME_00015,2024-03-26,16,51393.74,7496.34,3.274,2.46,0.86
SME_00015,2024-04-25,17,51517.16,6118.53,3.67,1.65,0.69
SME_00015,2024-05-25,18,27103.61,2480.29,3.229,2.41,0.59
SME_00015,2024-06-24,19,38814.66,5784.52,3.788,2.2,0.73
SME_00015,2024-07-24,20,87885.51,5694.71,3.101,1.78,0.62
SME_00015,2024-08-23,21,81526.56,10134.38,2.98,0.86,0.83
SME_00015,2024-09-22,22,212659.96,14256.26,3.625,1.73,0.99
SME_00015,2024-10-22,23,200858.83,25368.03,3.069,1.46,0.84
SME_00015,2024-11-21,24,261917.5,33309.1,3.451,1.1,0.88
SME_00016,2023-01-01,1,59427.8,7465.63,2.152,0.87,0.54
SME_00016,2023-01-31,2,55283.61,9092.49,2.45,1.78,0.68
SME_00016,2023-03-02,3,51060.62,6648.23,2.108,2.23,0.82
SME_00016,2023-04-01,4,76417.44,6586.92,2.459,1.63,0.5
SME_00016,2023-05-01,5,78090.17,12581.65,2.443,1.91,0.48
SME_00016,2023-05-31,6,70486.02,3747.47,2.133,2.25,0.98
SME_00016,2023-06-30,7,76165.59,9165.9,1.923,1.72,0.88
SME_00016,2023-07-30,8,64895.59,5104.51,2.504,1.2,0.45
SME_00016,2023-08-29,9,65746.34,6470.94,2.436,1.7,0.69
SME_00016,2023-09-28,10,61910.74,9470.35,2.186,2.16,0.46
SME_00016,2023-10-28,11,76664.66,12716.65,2.052,1.83,0.66
SME_00016,2023-11-27,12,88744.39,8305.41,1.973,1.03,0.9
SME_00016,2023-12-27,13,85144.21,13281.49,1.956,1.86,0.92
SME_00016,2024-01-26,14,104075.48,16385.75,2.152,2.07,0.66
SME_00016,2024-02-25,15,108079.6,15896.35,1.954,1.8,0.73
